Age,Attrition,BusinessTravel,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,AverageWorkingHours,TotalWorkingDays,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
0.7857142857142856,0.0,0.5,0.17857142857142855,0.25,0.0,0.6375460768825698,0.1111111111111111,0.0,0.0,0.025,1.0,0.025,0.0,0.0,0.6666666666666667,0.0,0.6666666666666667,1.0,0.3333333333333333,0.2801217860368923,0.304347826086957,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3095238095238095,1.0,1.0,0.3214285714285714,0.0,0.0,0.16745655608214852,0.0,0.8571428571428571,0.3333333333333333,0.15000000000000002,0.5,0.125,0.06666666666666667,0.23529411764705882,0.3333333333333333,1.0,0.6666666666666667,0.3333333333333333,1.0,0.3480917263291976,0.47826086956521685,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.3333333333333333,0.0,1.0,0.5714285714285714,0.75,0.75,0.9646656134807793,0.1111111111111111,0.2857142857142857,1.0,0.125,0.3333333333333333,0.125,0.0,0.1764705882352941,0.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.0,0.20918125413559308,0.7391304347826093,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.4761904761904761,0.0,0.0,0.03571428571428571,1.0,0.5,0.38504476040021063,0.3333333333333333,0.0,1.0,0.325,0.8333333333333333,0.2,0.4666666666666667,0.29411764705882354,0.3333333333333333,0.0,1.0,1.0,0.6666666666666667,0.24469738144649078,0.43478260869565233,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3333333333333333,0.0,0.5,0.3214285714285714,0.0,0.0,0.07019483938915219,0.4444444444444444,0.0714285714285714,0.6666666666666666,0.225,0.3333333333333333,0.15000000000000002,0.0,0.23529411764705882,0.6666666666666667,0.0,1.0,0.0,0.6666666666666667,0.404623200242779,0.8695652173913047,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.6666666666666665,0.0,0.5,0.25,0.5,0.75,0.16124275934702476,0.3333333333333333,0.1428571428571428,0.0,0.7000000000000001,0.8333333333333333,0.17500000000000002,0.4666666666666667,0.4117647058823529,0.6666666666666667,0.0,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.9537709866594999,0.5217391304347831,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.23809523809523808,1.0,0.5,0.35714285714285715,0.25,0.25,0.25297525013164823,0.2222222222222222,0.6428571428571427,0.3333333333333333,0.125,0.3333333333333333,0.0,0.0,0.0,0.6666666666666667,1.0,0.0,0.6666666666666667,0.0,0.1915312730197749,0.304347826086957,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.2619047619047619,0.0,0.5,0.6071428571428571,0.5,0.25,0.11237493417588204,0.2222222222222222,0.7857142857142857,1.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.6666666666666667,1.0,0.0,0.3333333333333333,0.6666666666666667,0.15256829773612024,0.7826086956521738,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.3095238095238095,0.0,0.5,0.0,0.5,0.5,0.054502369668246446,0.0,0.7142857142857143,0.0,0.25,0.3333333333333333,0.225,0.4666666666666667,0.47058823529411764,0.6666666666666667,1.0,0.3333333333333333,1.0,0.6666666666666667,0.25312581851286975,0.21739130434782616,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.16666666666666669,0.0,0.0,0.2142857142857143,0.75,0.75,0.6558715113217483,0.1111111111111111,0.1428571428571428,0.3333333333333333,0.15000000000000002,0.3333333333333333,0.15000000000000002,0.06666666666666667,0.29411764705882354,0.6666666666666667,0.0,0.3333333333333333,0.0,0.6666666666666667,0.22233902651210968,0.39130434782608603,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6428571428571428,0.0,0.5,0.5714285714285714,0.25,0.25,0.36766719325961034,0.0,0.1428571428571428,0.6666666666666666,0.525,0.3333333333333333,0.5,0.26666666666666666,0.5882352941176471,0.3333333333333333,0.0,0.6666666666666667,1.0,0.6666666666666667,0.4828269794075404,0.695652173913043,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.42857142857142855,0.0,0.5,0.9642857142857143,0.0,0.0,0.12469720905739864,0.0,0.0714285714285714,0.6666666666666666,0.4,0.3333333333333333,0.375,0.6666666666666666,0.6470588235294118,0.6666666666666667,0.0,0.5745343975674648,1.0,0.6666666666666667,0.22014763730041675,0.695652173913043,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8809523809523809,0.0,0.5,0.4642857142857143,0.75,0.0,0.23849394418114797,0.0,0.4285714285714285,0.0,0.925,0.3333333333333333,0.9,0.26666666666666666,0.7647058823529411,0.6666666666666667,0.0,1.0,0.0,0.6666666666666667,0.6595678072074393,0.17391304347825987,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.6904761904761905,1.0,0.0,0.0,0.0,0.0,0.25028962611901,0.1111111111111111,0.0,0.6666666666666666,0.25,0.6666666666666666,0.25,0.6,0.5294117647058824,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6789601468779596,0.43478260869565233,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
